matchId,makeTime,tier,blue_kill,red_kill,blue_gold,red_gold,blue_tower,blue_inhibitor,red_tower,red_inhibitor,blue_monster,red_monster,blue_firstBlood,blue_firstTower,blue_firstInhibitor,blue_firstBaron,blue_firstDragon,blue_firstRiftHerald,gameDuration,blue_win
4627725867,2020-09-06 17:45,BRONZE,10,30,31503,45663,-6,0,0,0,"['EARTH_DRAGON', 'RIFTHERALD']",['WATER_DRAGON'],False,False,False,False,True,False,1361,0
4578264112,2020-08-15 14:57,BRONZE,26,38,47275,57368,-8,-1,-2,0,"['RIFTHERALD', 'AIR_DRAGON']","['EARTH_DRAGON', 'WATER_DRAGON']",True,False,False,False,False,False,1717,0
4595483701,2020-08-23 06:31,BRONZE,7,21,22129,33524,-4,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",False,False,False,False,False,False,934,0
4626332725,2020-09-06 01:04,BRONZE,32,61,67705,91048,-10,-4,-3,0,"['RIFTHERALD', 'RIFTHERALD']","['WATER_DRAGON', 'FIRE_DRAGON', 'AIR_DRAGON', 'AIR_DRAGON', 'ELDER_DRAGON', 'BARON_NASHOR', 'ELDER_DRAGON']",False,False,False,False,False,True,2533,0
4595533368,2020-08-23 06:52,BRONZE,22,48,57556,71632,-5,-1,-1,0,"['RIFTHERALD', 'AIR_DRAGON']","['RIFTHERALD', 'FIRE_DRAGON', 'WATER_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR']",False,False,False,False,True,True,2267,0
4595625528,2020-08-23 11:14,BRONZE,40,36,67613,67589,-9,-2,-6,0,"['EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'WATER_DRAGON']","['AIR_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR']",True,True,False,False,True,False,2156,0
4609295928,2020-08-29 19:53,BRONZE,29,22,60038,53491,-2,0,-9,-1,"['RIFTHERALD', 'RIFTHERALD', 'WATER_DRAGON']","['AIR_DRAGON', 'FIRE_DRAGON']",False,True,True,False,False,True,1968,1
4606746171,2020-08-28 18:50,BRONZE,5,19,24064,32591,-2,0,0,0,['FIRE_DRAGON'],"['EARTH_DRAGON', 'RIFTHERALD']",True,False,False,False,False,False,1049,0
4613500985,2020-08-31 15:33,BRONZE,20,41,43263,56248,-9,-2,-2,0,['RIFTHERALD'],"['FIRE_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",False,False,False,False,False,False,1648,0
4612571712,2020-08-31 00:44,BRONZE,20,36,44623,58087,-10,-4,-1,0,['RIFTHERALD'],"['AIR_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",False,False,False,False,False,True,1749,0
4614547522,2020-08-31 23:02,BRONZE,15,26,38133,41517,-2,0,-3,0,"['EARTH_DRAGON', 'EARTH_DRAGON']","['WATER_DRAGON', 'AIR_DRAGON', 'RIFTHERALD']",False,True,False,False,False,False,1370,0
4626097218,2020-09-05 23:49,BRONZE,46,31,65692,55503,-6,-1,-8,-1,"['AIR_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON', 'WATER_DRAGON']","['RIFTHERALD', 'EARTH_DRAGON', 'RIFTHERALD']",False,False,False,True,True,False,1963,1
4606340677,2020-08-28 13:18,BRONZE,20,41,41648,56103,-9,-1,-3,0,"['AIR_DRAGON', 'RIFTHERALD']","['EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",False,False,False,False,True,True,1648,0
4627803205,2020-09-06 18:19,BRONZE,11,33,40464,58079,-8,-1,-2,0,"['EARTH_DRAGON', 'AIR_DRAGON', 'RIFTHERALD']","['WATER_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",True,False,False,False,True,True,1764,0
4627839559,2020-09-06 18:52,BRONZE,41,28,64892,57255,-3,0,-11,-3,"['RIFTHERALD', 'WATER_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'BARON_NASHOR']","['EARTH_DRAGON', 'AIR_DRAGON', 'WATER_DRAGON']",True,True,True,True,False,True,1964,1
4623173704,2020-09-04 20:59,BRONZE,13,37,33095,50592,-10,-2,0,0,['RIFTHERALD'],"['AIR_DRAGON', 'WATER_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",False,False,False,False,False,True,1369,0
4572157511,2020-08-12 19:37,BRONZE,17,34,35261,45550,-7,-1,-1,0,[],"['EARTH_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",True,False,False,False,False,False,1301,0
4626216522,2020-09-06 00:31,BRONZE,21,8,43448,31695,0,0,-9,-2,"['EARTH_DRAGON', 'FIRE_DRAGON', 'RIFTHERALD']",[],True,True,True,False,True,False,1369,1
4616968779,2020-09-02 02:42,BRONZE,22,44,45293,58588,-10,-2,-1,0,['RIFTHERALD'],"['WATER_DRAGON', 'AIR_DRAGON', 'FIRE_DRAGON']",False,False,False,False,False,False,1742,0
4605266430,2020-08-27 22:40,BRONZE,19,35,37680,53661,-9,-2,0,0,"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']","['WATER_DRAGON', 'BARON_NASHOR', 'AIR_DRAGON']",False,False,False,False,False,True,1471,0
4606374477,2020-08-28 13:54,BRONZE,34,19,54349,42166,-4,0,-7,-1,"['AIR_DRAGON', 'EARTH_DRAGON', 'WATER_DRAGON']","['RIFTHERALD', 'RIFTHERALD']",True,False,True,False,True,False,1656,1
4595632721,2020-08-23 10:41,BRONZE,15,26,35724,41839,-3,0,-2,0,"['RIFTHERALD', 'RIFTHERALD']","['WATER_DRAGON', 'EARTH_DRAGON']",False,True,False,False,False,True,1400,0
4609475153,2020-08-29 20:43,BRONZE,12,29,31739,39984,-4,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON']",False,False,False,False,False,False,1235,0
4570551381,2020-08-11 23:01,BRONZE,12,2,27307,18330,0,0,-2,0,"['EARTH_DRAGON', 'FIRE_DRAGON']",[],True,True,False,False,True,False,928,1
4624899677,2020-09-05 16:48,BRONZE,21,40,45230,55030,-9,-1,-5,0,"['FIRE_DRAGON', 'WATER_DRAGON', 'RIFTHERALD']","['RIFTHERALD', 'EARTH_DRAGON']",True,True,False,False,True,False,1567,0
4605596255,2020-08-28 01:34,BRONZE,20,35,48143,56124,-9,-2,-5,0,"['RIFTHERALD', 'RIFTHERALD']","['EARTH_DRAGON', 'FIRE_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR']",False,True,False,False,False,True,1739,0
4597808736,2020-08-24 10:08,BRONZE,37,30,67682,65257,-4,0,-5,-1,"['AIR_DRAGON', 'EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'BARON_NASHOR']","['RIFTHERALD', 'WATER_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",False,False,True,False,True,False,2254,1
4623106145,2020-09-04 21:07,BRONZE,33,11,45684,32126,-1,0,-9,-2,"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON']",[],True,True,True,False,True,True,1317,1
4624603233,2020-09-05 13:38,BRONZE,23,12,35284,29095,0,0,-3,0,"['FIRE_DRAGON', 'EARTH_DRAGON', 'RIFTHERALD']",[],True,True,False,False,True,True,1217,1
4620823649,2020-09-03 21:15,BRONZE,34,18,60280,53508,-2,0,-10,-2,"['EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR']","['FIRE_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",False,False,True,True,False,False,2053,1
4607962721,2020-08-29 02:35,BRONZE,10,31,31157,43287,-5,0,0,0,"['AIR_DRAGON', 'EARTH_DRAGON', 'RIFTHERALD']",['WATER_DRAGON'],False,False,False,False,True,True,1417,0
4609524325,2020-08-29 21:22,BRONZE,32,21,50846,44190,-1,0,-4,0,"['EARTH_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",[],False,True,False,True,True,False,1734,1
4605120102,2020-08-27 21:26,BRONZE,16,29,37916,43937,-6,-1,-5,0,"['RIFTHERALD', 'RIFTHERALD', 'AIR_DRAGON']","['EARTH_DRAGON', 'WATER_DRAGON']",True,True,False,False,False,True,1378,0
4622133870,2020-09-04 13:41,BRONZE,11,34,30435,46289,-11,-3,-1,0,"['FIRE_DRAGON', 'RIFTHERALD']","['RIFTHERALD', 'WATER_DRAGON']",True,False,False,False,True,False,1251,0
4624451697,2020-09-05 10:46,BRONZE,14,17,27335,37965,-4,0,0,0,['WATER_DRAGON'],"['RIFTHERALD', 'EARTH_DRAGON', 'RIFTHERALD']",True,False,False,False,True,False,1231,0
4606780019,2020-08-28 19:16,BRONZE,40,39,60689,57511,-2,0,-7,-1,"['AIR_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON', 'FIRE_DRAGON']","['RIFTHERALD', 'EARTH_DRAGON', 'FIRE_DRAGON']",True,False,True,False,True,False,1933,0
4616137844,2020-09-01 20:46,BRONZE,6,21,31278,41030,-4,0,-1,0,"['AIR_DRAGON', 'RIFTHERALD', 'RIFTHERALD']","['WATER_DRAGON', 'EARTH_DRAGON', 'EARTH_DRAGON']",False,False,False,False,False,True,1296,0
4593563768,2020-08-22 13:43,BRONZE,17,8,33864,22719,0,0,-9,-2,"['EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",[],True,True,True,False,True,True,983,1
4569023608,2020-08-11 09:30,BRONZE,31,23,54281,51338,-2,0,-9,-2,"['AIR_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON', 'WATER_DRAGON']",[],True,False,True,False,True,False,1860,1
4564610682,2020-08-09 13:32,BRONZE,40,36,69818,72149,-7,-1,-7,-1,"['FIRE_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']","['BARON_NASHOR', 'AIR_DRAGON', 'AIR_DRAGON', 'BARON_NASHOR']",True,True,True,False,True,True,2217,0
4612853759,2020-08-31 05:59,BRONZE,39,10,53001,35255,0,0,-11,-3,"['EARTH_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",[],True,True,True,False,True,True,1481,1
4612838012,2020-08-31 08:39,BRONZE,18,35,34473,46239,-10,-2,-2,0,['AIR_DRAGON'],"['FIRE_DRAGON', 'RIFTHERALD']",False,False,False,False,True,False,1293,0
4627380860,2020-09-06 15:04,BRONZE,8,20,22177,35466,-4,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD']",False,False,False,False,False,False,1004,0
4621982847,2020-09-04 12:15,BRONZE,12,28,37818,50141,-10,-2,-2,0,"['AIR_DRAGON', 'RIFTHERALD']","['FIRE_DRAGON', 'BARON_NASHOR', 'EARTH_DRAGON']",True,False,False,False,True,True,1601,0
4626594432,2020-09-06 06:57,BRONZE,27,20,39308,33165,0,0,-4,0,"['WATER_DRAGON', 'EARTH_DRAGON', 'FIRE_DRAGON']",['RIFTHERALD'],True,True,False,False,True,False,1192,1
4617848453,2020-09-02 15:02,BRONZE,47,36,74055,65250,-5,0,-11,-3,"['WATER_DRAGON', 'BARON_NASHOR', 'AIR_DRAGON', 'AIR_DRAGON', 'BARON_NASHOR']","['EARTH_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'AIR_DRAGON']",False,False,True,True,False,False,2365,1
4622360197,2020-09-04 15:29,BRONZE,28,31,52776,64224,-11,-3,-3,0,"['EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']","['AIR_DRAGON', 'AIR_DRAGON', 'BARON_NASHOR']",False,False,False,False,True,True,1986,0
4625045127,2020-09-05 17:24,BRONZE,39,30,59400,52639,-8,-1,-3,0,"['AIR_DRAGON', 'WATER_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR']","['RIFTHERALD', 'EARTH_DRAGON']",False,False,False,True,True,False,1853,1
4620504712,2020-09-03 18:30,BRONZE,34,23,54595,45991,-1,0,-9,-2,"['FIRE_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'BARON_NASHOR', 'AIR_DRAGON']",[],True,True,True,True,True,True,1713,1
4600939143,2020-08-25 21:49,BRONZE,22,20,59843,51372,-4,0,-9,-1,"['EARTH_DRAGON', 'WATER_DRAGON', 'RIFTHERALD', 'BARON_NASHOR', 'FIRE_DRAGON']","['RIFTHERALD', 'FIRE_DRAGON', 'FIRE_DRAGON']",True,False,True,True,True,False,1912,1
4617326730,2020-09-02 10:31,BRONZE,31,12,48945,39584,-3,0,-7,-1,"['FIRE_DRAGON', 'WATER_DRAGON']","['RIFTHERALD', 'AIR_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",True,True,True,False,True,False,1573,1
4569731212,2020-08-11 15:41,BRONZE,21,3,40089,25891,0,0,-10,-2,"['RIFTHERALD', 'EARTH_DRAGON', 'RIFTHERALD']",['WATER_DRAGON'],False,True,True,False,False,True,1208,1
4608837262,2020-08-29 15:36,BRONZE,13,28,40249,51242,-7,-1,-1,0,"['WATER_DRAGON', 'FIRE_DRAGON']","['AIR_DRAGON', 'RIFTHERALD', 'BARON_NASHOR']",True,False,False,False,False,False,1728,0
4622016146,2020-09-04 12:42,BRONZE,25,44,57491,68411,-11,-4,-2,0,"['WATER_DRAGON', 'BARON_NASHOR']","['RIFTHERALD', 'FIRE_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON', 'EARTH_DRAGON', 'BARON_NASHOR', 'EARTH_DRAGON']",False,False,False,True,False,False,2133,0
4587165844,2020-08-19 11:07,BRONZE,47,30,71482,52976,-1,0,-11,-3,"['EARTH_DRAGON', 'WATER_DRAGON', 'AIR_DRAGON', 'AIR_DRAGON', 'BARON_NASHOR']","['RIFTHERALD', 'RIFTHERALD']",False,True,True,True,True,False,1997,1
4619260054,2020-09-03 00:06,BRONZE,3,23,19240,33182,-4,0,0,0,[],"['EARTH_DRAGON', 'RIFTHERALD']",True,False,False,False,False,False,977,0
4590130839,2020-08-20 20:50,BRONZE,15,7,27815,21310,0,0,-1,0,['RIFTHERALD'],['FIRE_DRAGON'],True,True,False,False,False,True,912,1
4625985179,2020-09-05 23:01,BRONZE,8,14,27891,36025,-5,0,0,0,[],"['WATER_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",False,False,False,False,False,False,1211,0
4607053979,2020-08-28 20:44,BRONZE,34,16,52320,39308,0,0,-11,-3,"['EARTH_DRAGON', 'AIR_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON', 'FIRE_DRAGON']",[],False,True,True,False,True,True,1614,1
4619574429,2020-09-03 09:14,BRONZE,20,36,44474,52690,-7,-1,-1,0,"['AIR_DRAGON', 'RIFTHERALD']","['RIFTHERALD', 'FIRE_DRAGON', 'WATER_DRAGON']",False,False,False,False,True,False,1709,0
4616920735,2020-09-02 01:13,BRONZE,26,8,39421,25625,0,0,-10,-2,"['AIR_DRAGON', 'WATER_DRAGON', 'RIFTHERALD']",[],False,True,True,False,True,True,1153,1
4613208737,2020-08-31 12:42,BRONZE,21,35,45221,55612,-6,-1,-1,0,"['WATER_DRAGON', 'FIRE_DRAGON']","['RIFTHERALD', 'RIFTHERALD', 'EARTH_DRAGON', 'EARTH_DRAGON', 'BARON_NASHOR']",True,False,False,False,True,False,1709,0
4617279649,2020-09-02 11:03,BRONZE,26,15,46763,37422,0,0,-10,-3,"['WATER_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",['BARON_NASHOR'],False,True,True,False,True,True,1392,1
4565583525,2020-08-09 19:06,BRONZE,20,9,38751,30598,0,0,-5,0,"['FIRE_DRAGON', 'RIFTHERALD']","['WATER_DRAGON', 'AIR_DRAGON']",False,True,False,False,False,False,1282,1
4611050665,2020-08-30 14:28,BRONZE,36,22,59010,52476,-2,0,-9,-1,"['WATER_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON', 'AIR_DRAGON', 'AIR_DRAGON']",[],False,True,True,False,True,True,1977,1
4626837676,2020-09-06 12:53,BRONZE,33,28,56476,49925,-2,0,-11,-2,"['FIRE_DRAGON', 'AIR_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",[],False,True,True,True,True,True,1800,1
4620773039,2020-09-03 20:27,BRONZE,20,38,49839,61651,-9,-2,-3,0,[],"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR']",False,False,False,False,False,False,1867,0
4620871346,2020-09-03 21:08,BRONZE,35,33,67245,58763,-4,0,-9,-2,"['FIRE_DRAGON', 'FIRE_DRAGON', 'BARON_NASHOR']","['AIR_DRAGON', 'WATER_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON']",True,True,True,True,False,False,2053,1
4625358515,2020-09-05 20:39,BRONZE,33,12,51694,39889,-1,0,-11,-3,"['AIR_DRAGON', 'EARTH_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",[],True,False,True,False,True,False,1747,1
4627616948,2020-09-06 17:03,BRONZE,43,21,77939,70890,-7,0,-10,-3,"['WATER_DRAGON', 'FIRE_DRAGON', 'BARON_NASHOR', 'FIRE_DRAGON', 'FIRE_DRAGON']","['EARTH_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON', 'RIFTHERALD', 'FIRE_DRAGON', 'BARON_NASHOR']",False,False,True,True,False,False,2711,1
4618121910,2020-09-02 17:36,BRONZE,6,25,27220,40439,-9,-2,0,0,['RIFTHERALD'],"['EARTH_DRAGON', 'WATER_DRAGON', 'RIFTHERALD', 'AIR_DRAGON']",False,False,False,False,False,True,1228,0
4576728247,2020-08-14 21:13,BRONZE,23,5,40715,27292,0,0,-8,-2,"['RIFTHERALD', 'FIRE_DRAGON', 'RIFTHERALD', 'WATER_DRAGON']",['EARTH_DRAGON'],False,True,True,False,False,True,1271,1
4606118072,2020-08-28 11:21,BRONZE,3,18,19252,29444,-2,0,0,0,[],"['AIR_DRAGON', 'EARTH_DRAGON']",True,False,False,False,False,False,922,0
4600827063,2020-08-25 20:48,BRONZE,16,30,36370,50658,-8,0,-2,0,"['FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'RIFTHERALD']","['WATER_DRAGON', 'BARON_NASHOR', 'WATER_DRAGON']",True,False,False,False,True,True,1474,0
4617590458,2020-09-02 11:12,BRONZE,14,27,32133,46551,-9,-2,0,0,['RIFTHERALD'],"['WATER_DRAGON', 'FIRE_DRAGON', 'EARTH_DRAGON', 'BARON_NASHOR']",False,False,False,False,False,True,1342,0
4628287162,2020-09-06 22:03,BRONZE,31,6,53616,36269,-1,0,-11,-2,"['WATER_DRAGON', 'RIFTHERALD', 'EARTH_DRAGON', 'FIRE_DRAGON', 'RIFTHERALD', 'BARON_NASHOR', 'FIRE_DRAGON']",[],True,True,True,True,True,True,1660,1
4617751740,2020-09-02 12:56,BRONZE,22,6,30982,19551,0,0,-3,0,"['RIFTHERALD', 'WATER_DRAGON']",[],True,True,False,False,True,True,931,1
4612568765,2020-08-31 01:40,BRONZE,41,25,68440,58764,-3,0,-10,-2,"['FIRE_DRAGON', 'RIFTHERALD', 'WATER_DRAGON', 'EARTH_DRAGON', 'EARTH_DRAGON', 'BARON_NASHOR', 'ELDER_DRAGON']",[],False,True,True,True,True,True,2172,1
4567121598,2020-08-10 11:47,BRONZE,31,30,59273,67288,-11,-4,-2,0,['RIFTHERALD'],"['EARTH_DRAGON', 'FIRE_DRAGON', 'WATER_DRAGON', 'WATER_DRAGON', 'BARON_NASHOR', 'ELDER_DRAGON']",False,False,False,False,False,True,2078,0
4617101498,2020-09-02 03:17,BRONZE,18,26,42158,50387,-11,-2,-1,0,[],"['WATER_DRAGON', 'FIRE_DRAGON', 'RIFTHERALD', 'AIR_DRAGON', 'AIR_DRAGON', 'BARON_NASHOR']",False,False,False,False,False,False,1559,0
4595611328,2020-08-23 10:17,BRONZE,4,18,17981,31225,-7,-1,-1,0,[],['EARTH_DRAGON'],True,False,False,False,False,False,938,0
4616695997,2020-09-02 00:36,BRONZE,23,8,42541,36911,-2,0,-6,0,"['RIFTHERALD', 'WATER_DRAGON']","['EARTH_DRAGON', 'AIR_DRAGON']",True,True,False,False,False,True,1510,1
